Company,WBA ID,Website,Corporate name,Headquarters,Region,Income group,Ownership,ISIN,Ticker,Stock market,Wiki Data ID,LEI,"""Home"" Transformation",Food & Agriculture,Decarbonisation and Energy,Nature,Digital,Financial,Urban,Social,WBA Industry,ISIC 4,ISIC Description,Revenue US$ m 2021,Revenue US$ m 2022,Revenue US$ m 2023,Employees 2021,Employees 2022,Employees 2023,Women employees (%) 2023,Women on the board (%) 2024,Water 2023 (ML),Waste 2023 (t),Scope 1+S2 LB million tCO2e 2021,Scope 1+2 LB milion tCO2e 2022,Scope 1+2 milion tCO2e LB 2023,Scope 3 million tCO2e 2021,Scope 3 All relevant categories 2021,Scope 3 million tCO2e 2022,Scope 3 All relevant categories 2022,Scope 3 million tCO2e 2023,Scope 3 All relevant categories 2023,SBTi 2023,SBTi 2024,Energy (MWh) 2021,Electricity (MWh) 2021,Renewable electricity (%) 2021,Energy (MWh) 2022,Electricity (MWh) 2022,Renewable electricity (%) 2022, Energy (MWh) 2023, Electricity (MWh) 2023,Renewable electricity (%) 2023,Fiscal year 2023 ending, Countries of operation reported by company, Calculated countries of operations, Significant countries of operation,Significance metric,Keystone Footprint metric,Latest value,Financial report 2023,ESG Report 2023,Financial link 2023,ESG link 2023
Heineken,PT_00831,https://www.theheinekencompany.com,Heineken NV,Netherlands,Europe & Central Asia,High income,Public, NL0000009165,,, Q180855, 724500K5PTPSST86UQ23, FAB, Yes, , Yes, , , , Yes, Food Production,1103, Manufacture of malt liquors and malt,"  25,812.94 ","  36,501.05 ","  39,538.04 ","  82,257.00 ","  86,390.00 ","  89,732.00 ",  24.0 ,  40.0 ,"  86,000.00 ","  5,092,000.00 ",  -   ,  1.48 ,  -   ,  16.15 ,  -   ,  0.02 , No,  14.12 , Yes, Targets Set, Targets Set,"  6,840,003.80 ","  2,090,000.00 ",  52.00 ,"  7,635,333.33 ","  2,302,000.00 ",  58.08 ,"  7,009,000.00 ","  2,177,000.00 ",  77.00 ,31-Dec-23,  79 ,  79 ,  2 , Production sites, Number of processing and manufacturing facilities ,  167 ,Annual report,Annual report,https://www.theheinekencompany.com/sites/heineken-corp/files/heineken-corp/investors/our-2022-annual-report/heineken-n-v-annual-report-2023-final-22feb24.pdf,https://www.theheinekencompany.com/sites/heineken-corp/files/heineken-corp/investors/our-2022-annual-report/heineken-n-v-annual-report-2023-final-22feb24.pdf
MercadoLibre,PT_01153,https://mercadolibre.com,"Mercado Libre, Inc.",Argentina,Latin America & Caribbean,Upper middle income,Public, US58733R1023,MELI, Nasdaq, Q950419, 549300DKPDN9M5S8GB14, DIB, , , , Yes, , , Yes, Retail,4791, Retail sale via mail order houses or via Internet,"  7,069 ","  10,537 ","  14,473 ","  29,957 ","  39,951 ","  58,313 ",  43.9 ,  22.2 ,  0.59 ,"  36,705.00 ",  0.34 ,  0.49 ,  -   ,  0.94 ,  -   ,  1.21 , No,  1.38 , Yes, Committed, Removed,  -   ,"  51,105.00 ",  -   ,"  1,744,024.42 ","  105,210.00 ",  -   ,"  2,202,657.32 ",  145.37 ,  -   ,31-Dec-23,  10 ,  9 ,  10 , Employees, Entity-defined measure of user activity ,"  84,600,000 ",FORM10-K,Impact Report 2023,https://otp.tools.investis.com/clients/us/mercadolibre_inc/SEC/sec-show.aspx?FilingId=17302106&Cik=0001099590&Type=PDF&hasPdf=1,https://api.mziq.com/mzfilemanager/v2/d/098a2d95-0ea8-4ed5-a340-d9ef6a2b0053/907df5fa-095e-6a39-ed32-1082a9dff47c?origin=1
Palm Hills Development,PT_02367,https://www.palmhillsdevelopments.com,Palm Hills Developments Company S.A.E,"Egypt, Arab Rep.",Middle East & North Africa,Lower middle income,Public, EGS655L1C012,,, Q123378895, 213800GJ1AR3ZHMJS148, Climate, , Yes, , , , Yes, Yes, Construction & Engineering,4100, Construction of buildings,  493 ,  710 ,  570 , ..., ...,  , ...,  15.4 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   , No,  -   , NA,  -   , …,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,31-Dec-23,, , ,  -   , , ,Consolidated Financial Statements, ,https://preview-assets-us-01.kc-usercontent.com/9d7970fc-dc69-001d-cf10-ddbde8cd2225/138a39c9-3d65-41e1-bb46-aaa9aa8f7952/Palm%20Hills%20Developments-Consolidated%20Financials%20-%2031%20December%202023.pdf, 
Meta,PT_00662,https://www.meta.com,"Meta Platforms, Inc.",United States,North America,High income,Public, US30303M1027,,, Q380, BQ4BKCS1HXDV9HN80Z93, DIB, , , , Yes, , , Yes, IT Software & Services,6312, Web portals,"  117,929 ","  116,609 ","  134,902 ","  71,970 ","  77,114 ","  67,317 ",  35.8 ,  36.4 ,"  5,274.00 ",  -   ,  3.14 ,  3.99 ,  5.19 ,  5.65 , Yes,  8.47 , Yes,  8.88 , Yes, Committed, Targets Set,"  10,275,833.33 ","  9,421,000.00 ",  100.00 ,"  11,822,293.07 ","  11,508,131.00 ",  100.00 ,"  15,543,490.77 ","  15,325,324.48 ",  100.00 ,31-Dec-23,  53 ,  53 ,  1 ,  -   , Entity-defined measure of user activity ,"  3,065,000,000 ",FORM 10-K,Independent Accountants Review Report,https://d18rn0p25nwr6d.cloudfront.net/CIK-0001326801/c7318154-f6ae-4866-89fa-f0c589f2ee3d.pdf,https://sustainability.atmeta.com/wp-content/uploads/2024/08/Meta-EY_FY23-Independent-Accountants-Review-Report-and-Appendix.pdf
Pampa Energia,PT_02313,https://www.pampaenergia.com,Pampa Energía S.A.,Argentina,Latin America & Caribbean,Upper middle income,Public, ARP432631215,,, Q2838738, 254900QNIK0CVURGML24, Climate, , Yes, , , , , Yes, Utilities,3510," Electric power generation, transmission and distribution","  1,508 ","  1,829 ","  1,734 ", ...,"  2,013 ","  1,924 ", ...,  55.0 ,  -   ,  -   ,  7.67 ,  7.81 ,  -   ,  -   ,  -   ,  -   , No,  -   , NA,  -   , …,"  37,100,743.57 ","  198,451.83 ",  1.71 ,"  37,498,036.67 ","  53,686.00 ",  -   ,  -   ,  -   ,  -   ,31-Dec-23,  1 ,  1 ,  1 , Employees, Total electricity generated (MWh),"  3,170,000 ",ANNUAL REPORT AND CONSOLIDATED FINANCIAL STATEMENTS 2023, ,https://ri.pampa.com/wp-content/uploads/sites/18/2024/07/PESA-2023-Annual-Report-EXE-Edicion-Especial.pdf, 
Payden & Rygel,PT_01372,https://www.payden.com,Payden & Rygel,United States,North America,High income,Private,,,, Q17084972, L2GZWMSRUEFTFNIS0711, FSB, , , , , Yes, , Yes, Traditional Asset Managers,6630, Fund management activities, ..., ..., ...,  239 ,  239 ,  240 , ..., Not found,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  2.06 , Yes,  2.76 , Yes,  -   , …,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,31-Dec-23,, , ,  -   , , ,, ,, 
Microchip Technology,PT_01170,https://ww1.microchip.com,Microchip Technology Inc,United States,North America,High income,Public, US5950171042,,, Q1545076, 5493007PTFULNYZJ1R12, DIB, , ,, Yes, , , Yes, Electronics,2610, Manufacture of electronic components and boards,"  6,821 ","  8,439 ","  7,634 ","  21,000 ","  22,070 ","  22,969 ",  39.7 ,  25.0 ,"  6,314.00 ",  -   ,  0.71 ,  0.71 ,  0.74 ,  0.02 , No,  -   , No,  1.08 , No,  -   , …,"  989,118.00 ","  804,152.93 ",  5.00 ,"  926,220.00 ","  703,608.00 ",  27.80 ,"  1,139,738.00 ","  908,142.00 ",  19.07 ,31-Mar-24,, ,  -   ,  -   , , ,Form 10-k,2024 CDP Corporate,https://ww1.microchip.com/downloads/aemDocuments/documents/financial/filings/fy25/Q4FY24-10-K-2024-05-23.pdf,https://ww1.microchip.com/downloads/aemDocuments/documents/corporate-responsibilty/sustainability/Microchip-Technology-2024-CDP-Response.pdf
Neste,PT_01244,https://www.neste.com,Neste Oyj,Finland,Europe & Central Asia,High income,Public, FI0009013296,NESTE, Helsinki, Q616376, 5493009GY1X8GQ66AM14, Climate, , Yes,  -   , , , , Yes, Oil & Gas,1920, Manufacture of refined petroleum products,"  17,821 ","  27,060 ","  24,920 ","  4,872 ","  5,428 ","  6,018 ",  32.6 ,  33.3 ,"  9,402.00 ","  301,200.00 ",  2.35 ,  2.50 ,  2.79 ,  35.00 ,  -   ,  42.00 , Yes,  58.00 , Yes,  -   , …,"  10,100,000.00 ","  1,323,100.00 ",  -   ,"  10,900,000.00 ","  1,406,100.00 ",  93.80 ,"  12,600,000.00 ","  1,625,400.00 ",  99.60 ,31-Dec-23,  16 ,  5 ,  4 , Employees, , ,Annual Report 2023,Annual Report 2023,https://www.neste.com/files/pdf/5pSrq2XvklFNL6GU1cPFNY-Neste_Annual_Report_2023.pdf,https://www.neste.com/files/pdf/5pSrq2XvklFNL6GU1cPFNY-Neste_Annual_Report_2023.pdf
Hugo Boss,PT_00868,https://group.hugoboss.com,Hugo Boss AG,Germany,Europe & Central Asia,High income,Public, DE000A1PHFF7,,, Q491627, 529900LFVU534EBRXD13, Nature, , , Yes, , , , Yes, Apparel & Footwear,4771," Retail sale of clothing, footwear and leather articles in specialized stores","  3,277.65 ","  3,843.56 ","  4,562.46 ","  14,041.00 ","  16,930.00 ","  21,899.00 ",  59.2 ,  41.7 ,  198.73 ,"  8,916.00 ",  0.03 ,  0.05 ,  0.05 ,  0.68 ,  -   ,  1.06 , Yes,  1.06 , Yes, Targets Set, Targets Set,"  118,468.00 ","  79,178.00 ",  58.23 ,"  129,751.00 ","  87,819.00 ",  58.09 ,"  145,781.00 ","  95,746.00 ",  60.00 ,31-Dec-23,, ,  -   ,  -   , Number of stores ,"  1,418 ",ANNUAL REPORT,SUSTAINABILITY REPORT 2023,https://group.hugoboss.com/fileadmin/media/hbnews/user_upload/Investor_Relations/Finanzberichte/2024/HUGO_BOSS_Annual_Report_2023.pdf,https://sustainabilityreport-2023.hugoboss.com/_assets/downloads/HUGO-BOSS-Sustainability-Report-2023.pdf
Micron Technology,PT_01171,https://www.micron.com,"Micron Technology, Inc.",United States,North America,High income,Public, US5951121038,,, Q1197548, B3DXGBC8GAIYWI2Z0172, DIB, , ,, Yes, , , Yes, Electronics,2610, Manufacture of electronic components and boards,"  27,705 ","  15,540 ","  15,540 ","  43,000 ","  43,000 ","  43,000 ",  31.0 ,  44.4 ,"  56,138.00 ","  195,564.00 ",  6.91 ,  7.34 ,  6.64 ,  2.16 , Yes,  4.52 , Yes,  -   , NA,  -   , …,"  10,418,311.00 ","  7,784,153.00 ",  0.71 ,"  11,140,042.00 ","  8,542,810.00 ",  2.34 ,"  11,388,860.00 ","  8,785,039.00 ",  4.48 ,29-Aug-23,, ,  -   ,  -   , , ,FORM 10-K,INDEPENDENT LIMITED ASSURANCE STATEMENT,https://investors.micron.com/static-files/7dd0a07c-a8ab-4cf0-b49f-c57f2221f5fa,https://www.micron.com/content/dam/micron/global/public/documents/about/misc/2024-micron-assurance-statement.pdf
PDO,PT_01395,https://www.pdo.co.om,Petroleum Development Oman LLC,Oman,Middle East & North Africa,High income,Government,,,, Q1535587, 254900LMNZ7EZCGH0D78, Climate, , Yes,  -   , , , , Yes, Oil & Gas,610, Extraction of crude petroleum, ..., ...,"  22,000 ","  8,853 ","  8,904 ","  9,206 ",  14.7 ,  -   ,"  8,590.00 ","  1,038,764.00 ",  -   ,  -   ,  -   ,  -   ,  -   ,  -   , No,  -   , NA,  -   , …,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,31-Dec-23,, , ,  -   , , ,SUSTAINABILITY REPORT  2023,SUSTAINABILITY REPORT  2023,https://www.pdo.co.om/en/_layouts/15/WopiFrame.aspx?sourcedoc={140CC0F1-8A69-4B5D-B939-7E293786ABA1}&file=Sustainability%20Report%202023.pdf&action=default,https://www.pdo.co.om/en/_layouts/15/WopiFrame.aspx?sourcedoc={140CC0F1-8A69-4B5D-B939-7E293786ABA1}&file=Sustainability%20Report%202023.pdf&action=default
OMV,PT_01339,https://www.omv.com,OMV AG,Austria,Europe & Central Asia,High income,Public, AT0000743059,,, Q168238, 549300V62YJ9HTLRI486, Climate, , Yes,  -   , , , , Yes, Oil & Gas,1920, Manufacture of refined petroleum products,"  41,829 ","  65,577 ","  42,895 ","  22,434 ","  22,308 ","  20,592 ",  27.7 ,  35.7 ,"  612,206.00 ","  853,937.00 ",  14.90 ,  12.60 ,  10.80 ,  156.40 ,  -   ,  132.80 , No,  143.90 , Yes,  -   , …,"  49,027,777.82 ","  4,611,111.11 ",  -   ,"  45,333,333.70 ","  3,666,666.70 ",  29.55 ,"  39,697,620.00 ","  3,611,400.00 ",  43.07 ,31-Dec-23,  42 ,  43 ,  42 , Employees, , ,Annual Report 2023,Sustainability Report 2023,https://www.omv.com/services/downloads/00/omv.com/1522250603087/omv-annual-report-2023.pdf,https://www.omv.com/services/downloads/00/omv.com/1522251630732/omv-sustainability-report-2023.pdf
Graham Packaging,PT_02842,https://www.grahampackaging.com,Graham Packaging Company,United States,North America,High income,Private,,,,, 549300YS0ZFT826HIK72, Nature, , , Yes,,,, Yes, Containers & Packaging,2220, Manufacture of plastics products, ..., ..., ..., ..., ...,"  5,034 ",  23.3 , ...,"  1,250.82 ","  8,835.25 ", ,  -   ,  0.39 , , ,  -   ,  -   ,  1.05 , No,  -   , Targets Set, , ,,  -   ,  -   ,  -   ,"  1,019,903.31 ",  -   ,  -   ,31-Dec-23,, ,  -   ,  -   , , ,,"Environmental, Social 2023 & Governance Report",,https://www.grahampackaging.com/wp-content/uploads/2024/05/Graham-Packaging-ESG-Report-2023.pdf
Pertamina,PT_01388,https://pertamina.com,PT Pertamina,Indonesia,East Asia & Pacific,Lower middle income,Government,,,, Q1641044, 254900NDAKGNZ2IBBL45, Climate, , Yes,  -   , , , , Yes, Oil & Gas,610, Extraction of crude petroleum,"  57,509 ","  84,888 ","  75,788 ","  34,141 ","  43,666 ","  40,415 ",  19.1 ,  25.0 ,"  903,229.67 ","  225,777.49 ",  23.58 ,  -   ,  -   ,  154.05 ,  -   ,  -   , No,  178.55 , No,  -   , …,"  57,675,735.03 ","  8,935,846.04 ",  52.32 ,"  48,224,153.16 ","  2,855,238.91 ",  0.22 ,"  46,322,037.06 ","  2,978,571.83 ",  0.23 ,31-Dec-23,, , ,  -   , , ,"Consolidated financial statements as of December 31, 2023 and for the year then ended with independent auditor's report",2023 Sustainability Report,https://pertamina.com/Media/Upload/Laporan%20Keuangan//Pertamina_Financial_Report%202023.pdf,https://www.pertamina.com///Media/File/Sustainability-Report-PT-Pertamina-(Persero)-2023.pdf
Perusahaan Listrik Negara,PT_01389,https://web.pln.co.id,PT Perusahaan Listrik Negara,Indonesia,East Asia & Pacific,Lower middle income,Government,,,, Q4201636, 254900OYVDRYS9J51J61, Climate, , Yes, , , , Yes, Yes, Utilities,3510," Electric power generation, transmission and distribution","  25,732 ","  29,706 ","  31,987 ","  52,116 ","  51,477 ","  38,542 ",  20.9 ,  11.1 ,"  40,091,620.00 ","  3,177,089.92 ",  163.47 ,  163.49 ,  -   ,  82.52 ,  -   ,  -   , No,  100.53 , Yes,  -   , …,  -   ,"  10,146,539.21 ",  -   ,  -   ,  -   ,  -   ,"  491,498,728.20 ","  12,093,990.00 ",  -   ,31-Dec-23,, , ,  -   , Number of customers served,"  89,153,278 ",CONSOLIDATED FINANCIAL STATEMENTS,Sustainability Report,https://web.pln.co.id/statics/uploads/2024/05/LK-PLN-2023-Audited.pdf,https://web.pln.co.id/statics/uploads/2024/06/SR-PLN-2023.pdf
PBF Energy,PT_01374,https://www.pbfenergy.com,PBF ENERGY INC.,United States,North America,High income,Public, US69318G1067,,, Q16979157, 2549003PBEDCSZMZIY02, Climate, , Yes,  -   , , , , Yes, Oil & Gas,1920, Manufacture of refined petroleum products,"  27,253 ","  46,830 ","  38,325 ","  3,366 ","  3,616 ","  3,776 ", ...,  20.0 ,"  200,000.00 ",  -   ,  14.86 ,  -   ,  -   ,  -   ,  -   ,  -   , No,  -   , NA,  -   , …,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,31-Dec-23,, , ,  -   , , ,FORM 10-K,PBF ENERGY 2023 PERFORMANCE DATA UPDATE,https://d18rn0p25nwr6d.cloudfront.net/CIK-0001534504/e9c93a75-f921-46f6-99d9-91563bf2062e.pdf,https://www.pbfenergy.com/wp-content/uploads/2024/07/PBF-ESG-Report-2023-Table-Update-7.18.pdf
PETRONAS,PT_01396,https://www.petronas.com,Petroliam Nasional Berhad (Petronas),Malaysia,East Asia & Pacific,Upper middle income,Government,,,, Q221692, 5493003RZQYJM7QGNE15, Climate, , Yes,  -   , , , , Yes, Oil & Gas,610, Extraction of crude petroleum,"  59,894 ","  85,288 ","  67,052 ","  46,884 ","  49,771 ","  54,105 ",  29.0 ,  30.0 ,"  84,100.00 ",  -   ,  45.20 ,  49.58 ,  -   ,  -   ,  -   ,  -   , No,  340.01 , Yes,  -   , …,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,31-Dec-23,, , ,  -   , , ,Integrated Report,Integrated Report,https://www.petronas.com/sites/default/files/uploads/content/2024/PETRONAS-Integrated-Report-2023.pdf,https://www.petronas.com/sites/default/files/uploads/content/2024/PETRONAS-Integrated-Report-2023.pdf
PFA,PT_02012,https://english.pfa.dk,"PFA PENSION, FORSIKRINGSAKTIESELSKAB",Denmark,Europe & Central Asia,High income,Government,,,, Q12330821, DK2F1ZT37U6QR8FQCO46, FSB, , , , , Yes, , Yes, Pension Funds,6530, Pension funding, ..., ...,"  7,385 ","  1,487 ","  1,587 ","  1,522 ",  50.0 ,  33.3 ,  7.87 ,  -   ,  0.00 ,  -   ,  -   ,  0.00 ,  -   ,  -   , No,  -   , NA,  -   , Committed,"  6,297.22 ",  -   ,  -   ,"  4,903.00 ",  -   ,  59.00 ,"  4,264.45 ",  -   ,  -   ,31-Dec-23,, , ,  -   , , ,Annual Report 2023,Annual Report 2023,https://english.pfa.dk/-/media/pfa-v2/english/documents/about-pfa/financial-information/annual-reports/pfa-holding-annual-report-2023.pdf?rev=12fabf9d2750419b97d592100144943f,https://english.pfa.dk/-/media/pfa-v2/english/documents/about-pfa/financial-information/annual-reports/pfa-holding-annual-report-2023.pdf?rev=12fabf9d2750419b97d592100144943f
SITC,PT_02843,https://www.sitc.com,"SITC International Holdings Co., Ltd.","Hong Kong SAR, China",East Asia & Pacific,High income,Public, KYG8187G1055,1308, HKEX, Q11149577, 529900JUV4MOM9CE3V12, Nature, , , Yes,,,, Yes, Freight & logistics,5012, Sea and coastal freight water transport, ..., ...,"  2,429 ", ..., ...,"  2,142 ",  46.0 , ...,  225.71 ,"  8,326.59 ", ,  -   ,  -   , , ,  -   ,  -   ,  0.92 , Yes,  -   , …, , ,,  -   ,  -   ,  -   ,"  4,571,087.33 ","  6,237.57 ",  -   ,31-Dec-23,, , ,  -   , , ,Annual Report 2023,"2023 Environmental, Social and Governance Report",https://www.sitc.com/en/upfile/202403/2024032063794253.pdf,https://www.sitc.com/en/upfile/202403/2024032234861297.pdf
PG&E,PT_01362,https://www.pgecorp.com,Pacific Gas and Electric Co.,United States,North America,High income,Public, US69331C1080,,, Q108535726, 8YQ2GSDWYZXO2EDN3511, Climate, , Yes, , , , Yes, Yes, Utilities,3510," Electric power generation, transmission and distribution","  20,642 ","  21,680 ","  24,428 ","  26,000 ","  26,000 ","  28,000 ",  26.2 ,  28.6 ,"  3,197,536.00 ","  61,533.21 ",  5.29 ,  4.05 ,  -   ,  44.85 ,  -   ,  38.75 , Yes,  39.36 , No, Committed, Committed,"  15,317,479.00 ","  269,207.00 ",  22.49 ,"  13,907,807.00 ","  270,279.00 ",  18.00 ,"  618,293.41 ","  57,000.00 ",  -   ,31-Dec-23,, , ,  -   , , ,FORM 10-K,2024 Corporate Sustainability Report,https://d18rn0p25nwr6d.cloudfront.net/CIK-0001004980/47606f58-f51d-4506-802f-52242d2e37e9.pdf,https://www.pgecorp.com/assets/pgecorp/csr/csr_2024/assets/pge-csr-2024.pdf
Aegon,PT_00030,https://www.aegon.com,Aegon,Netherlands,Europe & Central Asia,High income,Public, NL0000303709,,, Q291171, 549300772D1G8JPIUR96, FSB, , , , , Yes, , Yes, Insurance,6500," Insurance, reinsurance and pension funding, except compulsory social security", ..., ...,"  20,153.26 ","  22,272.00 ","  19,087.00 ","  15,658.00 ",  37.2 ,  40.0 ,  -   ,  -   ,  0.02 ,  0.02 ,  0.01 ,  0.00 ,  -   ,  -   , No,  0.01 , No, Committed, Removed,"  77,151.00 ","  49,863.00 ",  98.84 ,"  55,256.00 ","  35,017.00 ",  94.00 ,"  40,744.00 ","  30,843.00 ",  98.85 ,31-Dec-23,  14 ,  25 ,  14 , Employees, Number of customers,"  23,900,000 ",Integrated Annual Report 2023,,https://www.aegon.com/system/files/file/2024-04/aegon-integrated-annual-report-2023.pdf,
Petroecuador,PT_02141,https://www.eppetroecuador.ec,Petroecuador,Ecuador,Latin America & Caribbean,Upper middle income,Government,,,, Q1812822,, Climate, , Yes,, , , , Yes, Oil & Gas,1920, Manufacture of refined petroleum products, ..., ..., ...,"  9,776 ", ...,  , ..., Not found,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   , No,  -   , NA,  -   , …,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,,, , ,  -   , , ,, ,, 
Phoenix Group,PT_02168,https://www.thephoenixgroup.com,Phoenix Group Holdings plc,United Kingdom,Europe & Central Asia,High income,Public, GB00BGXQNP29,,, Q7186887, 2138001P49OLAEU33T68, FSB, , , , , Yes, , Yes, Insurance,6500," Insurance, reinsurance and pension funding, except compulsory social security", ..., ...,"  33,525 ","  7,739 ","  8,166 ","  7,757 ",  51.4 ,  38.5 ,  -   ,  -   ,  0.01 ,  0.01 ,  0.01 ,  -   ,  -   ,  -   , No,  22.43 , Yes, Committed, Committed,"  104,300.00 ","  47,100.00 ",  89.00 ,"  67,600.00 ","  25,600.00 ",  94.14 ,"  64,800.00 ","  24,200.00 ",  100.00 ,31-Dec-23,, , ,  -   , , ,Annual Report and Accounts 2023, ,https://www.thephoenixgroup.com/media/g2kl0kbl/phoenix-group-annual-report-and-accounts-2023-spread.pdf, 
SD Guthrie,PT_01606,https://www.simedarby.com,Sime Darby Berhad,Malaysia,East Asia & Pacific,Upper middle income,Public, MYL4197OO009,,, Q1146772,, FAB, Yes, , Yes, , , , Yes, Agricultural Products,126, Growing of oleaginous fruits,"  10,744.69 ","  10,974.55 ","  10,589.47 ","  21,943.00 ","  24,335.00 ","  24,335.00 ",  25.9 ,  33.3 ,  927.00 ,"  8,221.00 ",  0.11 ,  -   ,  -   ,  -   ,  -   ,  -   , No,  -   , NA, Committed, Targets Set,"  282,433.56 ",  -   ,  -   ,"  270,074.66 ","  2,812.56 ",  100.00 ,"  270,074.66 ",  -   ,  -   ,30-Jun-23,, , ,  -   , Total land area under active production ,"  729,870 ",ANNUAL REPORT 2023,ANNUAL REPORT 2023,https://www.simedarby.com/sites/default/files/annualreport-pdf/sdb_ir23_website.pdf,https://www.simedarby.com/sites/default/files/annualreport-pdf/sdb_ir23_website.pdf
Amorepacific Group,PT_00098,https://www.apgroup.com,Amorepacific Group,"Korea, Rep.",East Asia & Pacific,High income,Public, KR7002790004,,, Q18141920,, Nature, , , Yes, , , , Yes, Personal & Household Products,2023," Manufacture of soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations","  4,655.87 ","  3,480.55 ","  3,079.93 ","  10,772.00 ","  10,010.00 ","  9,477.00 ",  70.2 ,  16.7 ,  869.22 ,"  7,696.00 ",  0.06 ,  -   ,  0.05 ,  0.01 ,  -   ,  0.51 , No,  0.24 , Yes, Committed, Targets Set,"  376,416.56 ","  307,472.14 ",  15.78 ,"  165,277.78 ","  70,555.56 ",  34.10 ,"  158,208.18 ","  53,249.21 ",  88.30 ,31-Dec-23,, ,  -   ,  -   , Number of manufacturing facilities ,  5 ,2023 Amorepacific Group Sustainability Report,2023 Amorepacific Group Sustainability Report,https://www.apgroup.com/int/en/commitments/sustainability/sustainability-reports/__icsFiles/afieldfile/2024/07/04/APG_2023_SR(ENG).pdf,https://www.apgroup.com/int/en/commitments/sustainability/sustainability-reports/__icsFiles/afieldfile/2024/07/04/APG_2023_SR(ENG).pdf
PICC,PT_01383,https://www.picc.com,People's Insurance Company of China,China,East Asia & Pacific,Upper middle income,SOE, CNE100003F27,01339, HKEX, Q1807264, 254900FQ39UQGM1QO920, FSB, , , , , Yes, , Yes, Insurance,6500," Insurance, reinsurance and pension funding, except compulsory social security", ..., ...,"  78,173 ","  184,364 ","  177,852 ","  175,881 ",  48.4 ,  14.3 ,  260.86 ,  50.57 ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   , No,  0.00 , No,  -   , …,  -   ,"  4,645.60 ",  -   ,"  9,079.07 ","  5,972.74 ",  -   ,"  105,510.43 ","  91,534.80 ",  -   ,31-Dec-23,  2 , , ,  -   , , ,Annual Report 2023,2023 Sustainability Report,https://www.picc.com/jttzzgx/en/Periodicreports/202404/P020240509545939723906.pdf,https://www1.hkexnews.hk/listedco/listconews/sehk/2024/0418/2024041800771.pdf
Pictet,PT_01405,https://www.pictet.com,Pictet Group,Switzerland,Europe & Central Asia,High income,Private,,,, Q691481, 9845008461AFFCFRC216, FSB, , , , , Yes, , Yes, Banks,6419, Other monetary intermediation, ..., ...,"  4,953 ","  5,040 ","  5,307 ","  5,555 ",  36.6 ,  22.2 ,  -   ,  -   ,  -   ,  0.01 ,  0.00 ,  -   ,  -   ,  51.50 , No,  65.59 , Yes, Targets Set, Targets Set,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,"  31,628.00 ","  23,769.00 ",  96.47 ,31-Dec-23,  20 ,  20 ,  1 ,  -   , , ,Annual report 2023, ,https://www.pictet.com/content/dam/www/documents/publications/financial-reports/PictetGroup-2023-Annual-Report.pdf.coredownload.pdf, 
